Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2021-09-30,ADANIPORTS,EQ,742.0,745.8,756.5,736.0,737.4,737.9,744.76,4356469,324453897755000.0,64273,975165,0.2238
2021-10-01,ADANIPORTS,EQ,737.9,735.85,738.25,722.0,734.35,734.95,730.52,4008108,292800436110000.0,57693,533570,0.1331
2021-10-04,ADANIPORTS,EQ,734.95,738.85,747.5,736.05,742.9,744.2,742.38,3414151,253459513825000.0,47094,957650,0.2805
2021-10-05,ADANIPORTS,EQ,744.2,744.15,753.8,742.0,743.9,743.95,745.87,3270764,243956516140000.0,48463,841108,0.2572
2021-10-06,ADANIPORTS,EQ,743.95,747.7,749.0,721.85,722.85,724.0,732.71,3615568,264916873819999.97,62309,1204394,0.3331
2021-10-07,ADANIPORTS,EQ,724.0,730.0,738.8,726.55,735.55,736.15,733.03,3237419,237313943369999.97,50359,990929,0.3061
2021-10-08,ADANIPORTS,EQ,736.15,739.7,747.0,733.5,738.75,739.9,739.94,2878232,212972230910000.0,47409,738927,0.25670000000000004
2021-10-11,ADANIPORTS,EQ,739.9,743.9,746.0,736.5,737.4,737.45,740.08,2118247,156766221020000.0,35438,757559,0.3576
2021-10-12,ADANIPORTS,EQ,737.45,737.65,740.95,728.85,736.5,736.9,734.38,2152513,158075746655000.0,41631,510434,0.2371
2021-10-13,ADANIPORTS,EQ,736.9,740.6,764.6,739.1,762.15,759.0,755.76,9083125,686466223220000.0,133048,2469012,0.2718
2021-10-14,ADANIPORTS,EQ,759.0,766.1,817.7,764.25,812.95,812.8,796.74,19754735,1573929476985000.0,292775,4456896,0.2256
2021-10-18,ADANIPORTS,EQ,812.8,820.9,829.9,807.0,808.9,810.55,820.29,8883845,728733578845000.0,140419,2707893,0.3048
2021-10-19,ADANIPORTS,EQ,810.55,815.0,820.0,785.0,791.0,792.25,807.01,5543852,447391976935000.06,81177,1266637,0.2285
2021-10-20,ADANIPORTS,EQ,792.25,792.0,802.9,777.5,797.0,794.9,791.94,5467049,432956394850000.0,88272,1124660,0.2057
2021-10-21,ADANIPORTS,EQ,794.9,799.0,802.9,775.3,779.0,779.35,787.23,4607499,362714415425000.0,71875,1154562,0.2506
2021-10-22,ADANIPORTS,EQ,779.35,780.3,787.3,753.9,763.0,761.8,770.02,3860760,297288150955000.0,65478,902760,0.2338
2021-10-25,ADANIPORTS,EQ,761.8,765.0,765.55,738.55,751.0,752.05,750.99,2973109,223278141985000.0,49287,857287,0.2883
2021-10-26,ADANIPORTS,EQ,752.05,752.0,758.55,740.05,751.2,749.9,749.41,3093933,231861084315000.0,48910,1055244,0.3411
2021-10-27,ADANIPORTS,EQ,749.9,753.65,756.55,743.65,746.0,745.85,748.54,3246881,243041947205000.03,53804,1008726,0.31070000000000003
2021-10-28,ADANIPORTS,EQ,745.85,724.35,734.5,681.15,691.05,688.1,700.34,18160551,1271859531680000.0,293375,4720564,0.25989999999999996
2021-10-29,ADANIPORTS,EQ,688.1,697.0,709.6,687.0,695.0,693.0,698.73,7612968,531942471270000.0,136538,1492567,0.1961
2021-11-01,ADANIPORTS,EQ,693.0,705.0,707.0,690.0,706.95,704.4,699.45,3233662,226178531240000.0,65929,1041693,0.3221
2021-11-02,ADANIPORTS,EQ,704.4,707.0,715.0,700.65,703.0,702.35,708.03,3028354,214415184780000.0,54729,605060,0.1998
2021-11-03,ADANIPORTS,EQ,702.35,702.0,719.8,702.0,711.7,709.2,711.26,3036191,215951260825000.0,59435,565591,0.1863
2021-11-04,ADANIPORTS,EQ,709.2,713.0,716.45,713.0,713.0,713.7,714.2,453287,32373882820000.0,13384,204054,0.45020000000000004
2021-11-08,ADANIPORTS,EQ,713.7,717.0,735.1,709.1,730.95,730.45,721.85,3227351,232965145069999.97,56816,1061682,0.329
2021-11-09,ADANIPORTS,EQ,730.45,731.0,744.5,727.8,737.1,737.35,735.54,3456614,254247872965000.0,57702,590552,0.17079999999999998
2021-11-10,ADANIPORTS,EQ,737.35,736.4,745.05,730.1,738.0,737.9,738.39,2751881,203196729330000.0,45417,602082,0.2188
2021-11-11,ADANIPORTS,EQ,737.9,734.95,741.55,728.5,733.1,735.1,734.59,2325810,170852659980000.0,44777,369222,0.1587
2021-11-12,ADANIPORTS,EQ,735.1,737.7,755.5,734.25,750.0,750.3,747.47,4585484,342750599765000.0,72674,908920,0.19820000000000002
2021-11-15,ADANIPORTS,EQ,750.3,753.9,756.5,740.55,749.55,749.8,749.26,2434426,182400824105000.0,43410,472144,0.19390000000000002
2021-11-16,ADANIPORTS,EQ,749.8,752.7,761.7,743.45,744.4,746.45,753.48,3378779,254582994450000.0,57847,821287,0.24309999999999998
2021-11-17,ADANIPORTS,EQ,746.45,744.4,745.0,733.0,734.5,735.55,738.8,2444025,180564913380000.0,45660,797534,0.32630000000000003
2021-11-18,ADANIPORTS,EQ,735.55,739.45,741.3,716.15,724.2,726.05,726.39,2202581,159994270575000.0,41823,458276,0.20809999999999998
2021-11-22,ADANIPORTS,EQ,726.05,725.0,733.4,704.0,714.0,715.0,716.91,3557560,255045181394999.97,56434,972169,0.2733
2021-11-23,ADANIPORTS,EQ,715.0,714.0,733.6,705.2,730.95,729.25,726.97,3487221,253511873765000.0,56762,1302759,0.3736
2021-11-24,ADANIPORTS,EQ,729.25,735.65,772.35,732.0,758.0,763.05,761.08,11647665,886483736295000.1,186206,2058997,0.1768
2021-11-25,ADANIPORTS,EQ,763.05,764.8,774.3,755.5,764.0,762.45,764.3,6140941,469354597620000.0,89958,1165854,0.1898
2021-11-26,ADANIPORTS,EQ,762.45,750.0,766.0,713.25,715.0,717.15,737.73,7219931,532634870605000.0,108317,2164185,0.2998
2021-11-29,ADANIPORTS,EQ,717.15,707.0,715.0,682.65,701.95,702.6,701.32,5930351,415905828550000.0,98868,1115091,0.188
2021-11-30,ADANIPORTS,EQ,702.6,704.0,712.65,679.7,684.0,683.85,694.56,6190734,429982200695000.0,108722,1980719,0.3199
2021-12-01,ADANIPORTS,EQ,683.85,695.0,711.05,682.75,709.0,707.95,694.07,5582125,387436387420000.0,88536,999666,0.1791
2021-12-02,ADANIPORTS,EQ,707.95,710.0,742.3,702.3,740.0,739.1,725.59,8478638,615198255045000.0,126465,1257097,0.14830000000000002
2021-12-03,ADANIPORTS,EQ,739.1,739.0,746.5,734.0,736.8,737.45,740.43,5578503,413048197560000.0,80555,968346,0.1736
2021-12-06,ADANIPORTS,EQ,737.45,739.0,744.5,721.5,722.85,723.45,732.83,3537411,259230960960000.0,62623,782428,0.2212
2021-12-07,ADANIPORTS,EQ,723.45,729.0,749.95,725.8,745.6,744.7,741.86,3993342,296250737395000.0,61271,811010,0.2031
2021-12-08,ADANIPORTS,EQ,744.7,751.2,764.4,748.2,762.0,761.4,757.08,4621331,349870054795000.0,77226,1075354,0.2327
2021-12-09,ADANIPORTS,EQ,761.4,766.7,775.8,760.0,769.0,769.75,768.1,4687479,360046435310000.0,68811,1035534,0.2209
2021-12-10,ADANIPORTS,EQ,769.75,768.85,794.95,763.0,767.5,767.7,780.01,10049545,783872457705000.0,146563,1227354,0.12210000000000001
2021-12-13,ADANIPORTS,EQ,767.7,775.0,778.8,750.1,758.5,758.45,762.66,4985928,380254414850000.0,72347,1212599,0.2432
2021-12-14,ADANIPORTS,EQ,758.45,755.9,766.0,750.5,764.65,763.7,758.36,2919015,221365861230000.03,48510,629875,0.2158
2021-12-15,ADANIPORTS,EQ,763.7,763.7,766.65,742.95,745.3,745.5,752.03,4673906,351494081500000.0,61621,1863390,0.3987
2021-12-16,ADANIPORTS,EQ,745.5,752.0,756.45,739.35,746.35,745.15,746.49,3303620,246613187885000.0,51179,802359,0.2429
2021-12-17,ADANIPORTS,EQ,745.15,744.5,744.5,721.2,723.4,723.95,727.13,4973404,361632891555000.0,56933,2238746,0.4501
2021-12-20,ADANIPORTS,EQ,723.95,717.0,717.0,685.5,699.6,701.7,699.78,4559002,319031802400000.0,84650,951944,0.20879999999999999
2021-12-21,ADANIPORTS,EQ,701.7,710.0,728.0,701.7,724.95,725.6,712.9,6943546,495002954885000.06,74209,2821204,0.40630000000000005
2021-12-22,ADANIPORTS,EQ,725.6,727.0,729.9,717.25,723.5,722.85,723.3,3626585,262311351855000.03,56178,846408,0.2334
2021-12-23,ADANIPORTS,EQ,722.85,732.8,747.5,728.85,730.6,731.3,737.74,6641505,489969270480000.0,103622,936930,0.1411
2021-12-24,ADANIPORTS,EQ,731.3,732.5,734.9,713.4,720.3,722.4,722.31,3946754,285079926815000.0,51419,884566,0.2241
2021-12-27,ADANIPORTS,EQ,722.4,717.0,726.4,713.0,724.55,723.2,720.68,2663285,191938258555000.0,41822,703316,0.2641
2021-12-28,ADANIPORTS,EQ,723.2,727.1,738.9,725.2,729.0,729.25,731.28,3604123,263560823794999.97,55446,662946,0.1839
2021-12-29,ADANIPORTS,EQ,729.25,729.0,734.2,720.1,722.4,722.75,725.34,2396416,173822709535000.0,39797,450543,0.188
2021-12-30,ADANIPORTS,EQ,722.75,722.9,726.0,716.45,725.0,724.25,722.64,3654532,264092296475000.0,42452,1820255,0.49810000000000004
2021-12-31,ADANIPORTS,EQ,724.25,725.0,735.0,725.0,730.35,730.3,731.01,2538092,185537832270000.0,40272,667937,0.2632
2022-01-03,ADANIPORTS,EQ,730.3,732.0,738.65,730.5,736.1,736.6,734.71,2377227,174656941960000.0,35951,858021,0.36090000000000005
2022-01-04,ADANIPORTS,EQ,736.6,743.0,747.0,732.65,739.0,739.25,739.81,4068551,300996345300000.0,53338,753275,0.18510000000000001
2022-01-05,ADANIPORTS,EQ,739.25,739.0,758.8,734.05,754.0,754.9,749.01,5409002,405136995615000.0,66305,1528262,0.28250000000000003
2022-01-06,ADANIPORTS,EQ,754.9,748.9,748.9,730.1,739.0,739.8,737.24,5440633,401103347885000.0,79602,1494295,0.2747
2022-01-07,ADANIPORTS,EQ,739.8,744.7,747.7,730.5,736.0,736.1,738.2,2590751,191249884285000.0,43599,643885,0.24850000000000003
2022-01-10,ADANIPORTS,EQ,736.1,737.1,743.0,734.1,738.4,738.85,738.65,2173107,160515850920000.0,35078,598586,0.2755
2022-01-11,ADANIPORTS,EQ,738.85,738.65,768.9,728.5,764.95,765.1,751.82,8959781,673614062670000.0,149571,2596114,0.2898
2022-01-12,ADANIPORTS,EQ,765.1,769.5,774.9,754.0,762.0,763.55,766.1,5775798,442481340139999.94,105045,1348719,0.2335
2022-01-13,ADANIPORTS,EQ,763.55,763.0,776.0,760.0,771.0,772.2,769.65,4049411,311663934035000.0,88732,716784,0.177
2022-01-14,ADANIPORTS,EQ,772.2,769.0,795.0,763.65,783.5,780.1,783.88,9627761,754702958560000.0,147081,1922522,0.1997
2022-01-17,ADANIPORTS,EQ,780.1,783.5,789.4,773.9,777.95,779.05,780.64,3187871,248858576494999.97,60365,522668,0.16399999999999998
2022-01-18,ADANIPORTS,EQ,779.05,780.0,790.0,760.0,762.95,762.95,777.98,4300929,334605751570000.0,90751,806644,0.18760000000000002
2022-01-19,ADANIPORTS,EQ,762.95,761.75,761.75,736.0,743.55,744.2,746.26,5843870,436103303670000.0,95069,1855895,0.31760000000000005
2022-01-20,ADANIPORTS,EQ,744.2,744.0,751.7,735.0,737.0,738.0,741.81,4741333,351715621175000.0,76530,1882568,0.3971
2022-01-21,ADANIPORTS,EQ,738.0,732.0,733.65,714.45,724.85,723.9,723.2,9244367,668551255545000.0,112533,4639171,0.5018
2022-01-24,ADANIPORTS,EQ,723.9,723.9,725.25,689.0,700.9,702.45,704.74,5349759,377021002705000.0,104251,1036917,0.2961
2022-01-25,ADANIPORTS,EQ,702.45,696.0,712.85,690.0,711.35,711.1,706.15,4482325,316517947780000.0,87891,1544844,0.3447
2022-01-27,ADANIPORTS,EQ,711.1,699.8,712.3,691.0,708.8,709.1,702.09,4749083,333428330040000.0,85004,1803880,0.37979999999999997
2022-01-28,ADANIPORTS,EQ,709.1,713.0,732.8,707.5,711.2,710.15,721.58,3543413,255687245380000.03,80248,709054,0.20010000000000003
2022-01-31,ADANIPORTS,EQ,710.15,719.7,723.9,714.55,717.5,716.3,718.91,2152066,154714210445000.0,54645,563480,0.2618
2022-02-01,ADANIPORTS,EQ,716.3,721.0,744.3,720.65,739.1,738.75,731.81,6052108,442898772625000.0,90513,1879242,0.3105
2022-02-02,ADANIPORTS,EQ,738.75,723.9,746.85,721.5,743.5,745.2,737.29,6167378,454715718364999.94,92678,1071149,0.17370000000000002
2022-02-03,ADANIPORTS,EQ,745.2,744.05,745.0,729.4,731.4,732.5,737.41,2689612,198336007995000.0,48154,865684,0.32189999999999996
2022-02-04,ADANIPORTS,EQ,732.5,735.0,741.15,724.0,725.15,726.95,731.58,2453595,179500244530000.0,52953,560441,0.2284
2022-02-07,ADANIPORTS,EQ,726.95,728.8,729.9,713.35,716.5,715.15,720.51,2610637,188098572350000.0,52490,548527,0.2101
2022-02-08,ADANIPORTS,EQ,715.15,719.0,723.0,703.0,715.35,717.8,714.3,3207780,229131533210000.0,65830,612589,0.19100000000000003
2022-02-09,ADANIPORTS,EQ,717.8,722.0,735.4,719.05,732.75,733.45,730.09,3186942,232675836635000.0,64251,841284,0.264
2022-02-10,ADANIPORTS,EQ,733.45,736.9,741.55,728.05,730.3,731.05,734.4,4752601,349031052910000.0,78316,1954413,0.4112
2022-02-11,ADANIPORTS,EQ,731.05,727.9,733.9,719.45,722.1,723.7,725.8,3621116,262819413894999.97,60339,1031506,0.2849
2022-02-14,ADANIPORTS,EQ,723.7,714.8,714.8,691.0,692.5,695.75,703.02,6219506,437246796880000.0,100965,2720904,0.4375
2022-02-15,ADANIPORTS,EQ,695.75,699.7,722.45,690.0,719.05,720.6,707.62,3319096,234865152960000.0,66030,592633,0.1786
2022-02-16,ADANIPORTS,EQ,720.6,724.9,750.85,722.1,737.25,740.75,741.33,9382605,695559585240000.0,128156,2432030,0.25920000000000004
2022-02-17,ADANIPORTS,EQ,740.75,741.1,745.0,731.35,733.0,734.2,738.47,3407347,251621114090000.0,56595,577930,0.1696
2022-02-18,ADANIPORTS,EQ,734.2,729.9,739.2,725.5,728.45,727.5,732.49,2151557,157599934390000.0,41060,281107,0.1307
2022-02-21,ADANIPORTS,EQ,727.5,722.7,726.75,709.55,712.0,711.1,716.56,2805791,201051142085000.0,51846,346778,0.1236
2022-02-22,ADANIPORTS,EQ,711.1,698.0,711.1,685.0,711.0,705.55,696.86,6112926,425983405405000.0,101897,2340374,0.3829
2022-02-23,ADANIPORTS,EQ,705.55,711.0,719.4,705.0,707.0,706.7,712.18,2978284,212106730585000.0,60389,635521,0.2134
2022-02-24,ADANIPORTS,EQ,706.7,682.0,688.0,651.95,656.8,654.85,668.81,9547717,638561154740000.0,147255,4006902,0.4197
2022-02-25,ADANIPORTS,EQ,654.85,674.5,703.0,670.25,697.5,695.15,692.34,5738223,397282834300000.0,108630,947897,0.16519999999999999
2022-02-28,ADANIPORTS,EQ,695.15,690.0,709.65,684.5,707.2,707.5,700.1,4288186,300215874670000.0,78628,1002590,0.2338
2022-03-02,ADANIPORTS,EQ,707.5,702.95,717.9,697.6,710.05,710.3,709.26,4448558,315517870845000.0,68822,1487649,0.3344
2022-03-03,ADANIPORTS,EQ,710.3,718.8,724.6,703.0,708.0,706.7,709.72,7533817,534690872925000.0,85752,4096611,0.5438000000000001
2022-03-04,ADANIPORTS,EQ,706.7,699.9,710.7,689.05,698.0,700.15,699.98,7941457,555888078660000.06,99357,3779340,0.47590000000000005
2022-03-07,ADANIPORTS,EQ,700.15,690.0,691.7,663.55,680.0,677.8,675.57,4890958,330416999755000.0,99202,1382822,0.2827
2022-03-08,ADANIPORTS,EQ,677.8,679.65,692.0,670.6,689.55,688.85,683.05,3831397,261703754415000.0,79726,660212,0.1723
2022-03-09,ADANIPORTS,EQ,688.85,697.0,718.0,692.7,714.0,714.1,708.34,5351552,379072934285000.0,103313,1058194,0.1977
2022-03-10,ADANIPORTS,EQ,714.1,727.9,737.65,720.6,729.5,730.4,730.32,5850213,427254370425000.0,90840,1864448,0.31870000000000004
2022-03-11,ADANIPORTS,EQ,730.4,729.5,731.75,722.3,726.0,729.45,727.9,2864685,208520435650000.0,55397,889458,0.3105
2022-03-14,ADANIPORTS,EQ,729.45,725.95,733.5,724.0,731.35,730.55,729.75,1905433,139048331545000.0,47272,552515,0.29
2022-03-15,ADANIPORTS,EQ,730.55,733.0,736.0,716.25,719.9,721.3,728.37,4228582,307999178885000.0,62879,1969193,0.4657
2022-03-16,ADANIPORTS,EQ,721.3,726.0,729.5,721.0,724.4,723.8,724.45,2693057,195098645960000.0,46850,1222433,0.4539
2022-03-17,ADANIPORTS,EQ,723.8,730.5,743.8,729.55,738.5,740.1,738.79,4957379,366243727085000.0,83927,2153753,0.43450000000000005
2022-03-21,ADANIPORTS,EQ,740.1,741.0,750.45,725.4,734.45,735.15,738.78,6662688,492228969170000.0,101109,2280807,0.3423
2022-03-22,ADANIPORTS,EQ,735.15,735.0,743.9,723.05,739.0,739.15,733.94,5010054,367705849305000.0,83770,1215863,0.2427
2022-03-23,ADANIPORTS,EQ,739.15,747.95,751.0,731.8,733.8,733.75,740.43,4698808,347916016695000.0,76232,1117113,0.2377
2022-03-24,ADANIPORTS,EQ,733.75,733.0,742.3,731.0,732.8,733.45,736.05,2914647,214532957015000.0,60268,947349,0.325
2022-03-25,ADANIPORTS,EQ,733.45,737.0,746.9,730.05,744.5,743.25,738.23,4003497,295551993645000.0,56980,1094839,0.2735
2022-03-28,ADANIPORTS,EQ,743.25,747.0,749.7,726.55,735.9,737.0,735.0,5691095,418296636670000.0,114682,2070326,0.3638
2022-03-29,ADANIPORTS,EQ,737.0,741.0,766.9,738.05,760.25,761.95,754.87,11423551,862333126640000.0,145925,2472342,0.2164
2022-03-30,ADANIPORTS,EQ,761.95,768.8,775.95,762.1,765.5,767.4,769.15,6913983,531785948435000.06,106951,1576930,0.2281
2022-03-31,ADANIPORTS,EQ,767.4,767.4,781.0,765.5,772.65,774.2,774.64,5468951,423646287495000.0,81182,1243606,0.2274
2022-04-01,ADANIPORTS,EQ,774.2,774.5,790.7,774.5,783.5,785.75,784.47,6816743,534752739630000.0,85048,2146134,0.3148
2022-04-04,ADANIPORTS,EQ,785.75,791.0,822.15,783.65,818.0,818.55,804.26,13743062,1105305530950000.0,157980,3599015,0.2619
2022-04-05,ADANIPORTS,EQ,818.55,840.0,860.9,826.0,844.05,848.05,846.58,21090646,1785484449395000.0,296045,4468603,0.2119
2022-04-06,ADANIPORTS,EQ,848.05,852.95,862.65,840.0,850.0,849.85,853.17,8785541,749555823680000.0,129846,2041561,0.2324
2022-04-07,ADANIPORTS,EQ,849.85,850.0,866.0,813.6,820.45,817.4,840.56,11662093,980270349960000.0,171399,2651968,0.2274
2022-04-08,ADANIPORTS,EQ,817.4,823.0,844.8,817.4,840.0,839.3,833.34,5777924,481496254605000.0,91200,740566,0.1282
2022-04-11,ADANIPORTS,EQ,839.3,840.0,860.0,839.3,854.5,854.55,851.38,6030153,513395170800000.0,95147,1189431,0.1972
2022-04-12,ADANIPORTS,EQ,854.55,853.9,859.0,835.0,843.8,844.9,848.19,5597246,474753148945000.0,93891,852427,0.15230000000000002
2022-04-13,ADANIPORTS,EQ,844.9,849.9,854.9,836.5,838.15,840.5,844.86,2955807,249725261425000.0,56221,589375,0.19940000000000002
2022-04-18,ADANIPORTS,EQ,840.5,831.35,846.75,821.4,845.0,842.7,833.04,3969878,330706632025000.0,75702,1324295,0.3336
2022-04-19,ADANIPORTS,EQ,842.7,849.0,850.25,807.0,811.0,819.3,836.8,4472320,374244708365000.0,70271,932076,0.2084
2022-04-20,ADANIPORTS,EQ,819.3,825.6,835.95,820.0,829.25,827.65,827.5,3071216,254144037580000.03,56523,633049,0.2061
2022-04-21,ADANIPORTS,EQ,827.65,833.0,858.9,832.3,850.0,850.5,845.67,5539106,468427343685000.06,94014,1253990,0.22640000000000002
2022-04-22,ADANIPORTS,EQ,850.5,847.45,886.0,840.7,874.0,874.15,876.01,17864000,1564906191960000.0,266895,2998045,0.1678
2022-04-25,ADANIPORTS,EQ,874.15,873.95,880.95,848.65,858.5,859.55,863.77,10145325,876318059795000.1,160427,2567502,0.2531
2022-04-26,ADANIPORTS,EQ,859.55,868.0,913.0,865.4,912.3,909.5,895.03,21010788,1880524545925000.0,301217,4040847,0.1923
2022-04-27,ADANIPORTS,EQ,909.5,914.05,924.65,880.0,886.0,887.3,903.22,20793885,1878136627440000.2,320936,3638970,0.17500000000000002
2022-04-28,ADANIPORTS,EQ,887.3,899.0,900.25,876.8,890.75,887.1,887.74,8778304,779287201080000.0,123670,2057533,0.23440000000000003
2022-04-29,ADANIPORTS,EQ,887.1,892.7,898.9,852.1,856.8,856.4,869.57,11543840,1003817364100000.0,195686,2988813,0.2589
2022-05-02,ADANIPORTS,EQ,856.4,850.0,862.85,838.05,857.0,856.55,855.02,5760499,492535594995000.0,88012,1562477,0.2712
2022-05-04,ADANIPORTS,EQ,856.55,860.5,864.2,805.8,811.95,812.8,828.69,7969164,660393699150000.0,148699,2134997,0.26789999999999997
2022-05-05,ADANIPORTS,EQ,812.8,820.9,835.5,806.0,812.0,811.35,820.37,6597383,541231047385000.06,100695,1484594,0.225
2022-05-06,ADANIPORTS,EQ,811.35,797.9,820.95,790.2,811.0,811.4,806.18,6150326,495825839455000.0,106181,1029207,0.1673
2022-05-09,ADANIPORTS,EQ,811.4,807.45,807.45,783.0,791.8,792.6,795.05,4768026,379079527065000.0,84268,781096,0.1638
2022-05-10,ADANIPORTS,EQ,792.6,795.2,803.95,765.05,766.0,769.1,783.4,5344522,418688456055000.0,85178,940082,0.1759
2022-05-11,ADANIPORTS,EQ,769.1,771.0,784.95,749.05,762.9,759.9,765.89,8985117,688164702315000.0,122866,2689662,0.2993
2022-05-12,ADANIPORTS,EQ,759.9,759.0,759.0,705.3,715.7,713.3,721.97,10570456,763155427055000.0,157552,2662815,0.2519
2022-05-13,ADANIPORTS,EQ,713.3,727.0,735.9,701.8,706.0,705.9,719.79,7247809,521692772075000.0,120338,1350622,0.1863
2022-05-16,ADANIPORTS,EQ,705.9,715.0,728.15,704.0,716.9,712.5,716.89,5606071,401892436715000.0,97946,1269827,0.22649999999999998
2022-05-17,ADANIPORTS,EQ,712.5,720.0,747.3,715.35,745.5,744.75,730.93,4430294,323825197020000.0,75399,813774,0.1837
2022-05-18,ADANIPORTS,EQ,744.75,752.65,767.2,742.0,758.85,759.8,758.16,9020504,683901472240000.0,128807,2491523,0.2762
2022-05-19,ADANIPORTS,EQ,759.8,744.0,747.35,730.0,735.4,732.8,737.44,4445667,327843042480000.0,82038,852485,0.1918
2022-05-20,ADANIPORTS,EQ,732.8,749.95,772.8,745.1,771.6,767.55,761.55,5434279,413845369115000.0,102484,1331002,0.24489999999999998
2022-05-23,ADANIPORTS,EQ,767.55,774.85,779.9,751.25,752.4,753.55,764.47,4787481,365987975290000.0,77173,841433,0.17579999999999998
2022-05-24,ADANIPORTS,EQ,753.55,756.6,764.8,747.5,755.7,752.15,755.43,4653281,351521812700000.0,79420,556817,0.11970000000000001
2022-05-25,ADANIPORTS,EQ,752.15,735.0,743.95,705.4,710.0,707.9,720.9,7699306,555046769570000.0,118215,1239790,0.161
2022-05-26,ADANIPORTS,EQ,707.9,712.0,719.3,668.15,704.0,701.5,690.39,13569693,936836487979999.9,208923,1479087,0.109
2022-05-27,ADANIPORTS,EQ,701.5,714.1,714.1,697.0,703.95,703.1,703.4,5815428,409057807890000.0,83301,943981,0.1623
2022-05-30,ADANIPORTS,EQ,703.1,714.0,737.0,710.0,735.0,734.7,727.45,5546106,403453275030000.0,84231,1128939,0.2036
2022-05-31,ADANIPORTS,EQ,734.7,731.1,749.0,728.0,736.8,739.85,740.29,6346866,469852215405000.0,90086,1963841,0.3094
2022-06-01,ADANIPORTS,EQ,739.85,739.8,743.7,729.05,737.4,736.9,735.86,3196984,235254719494999.97,56865,776443,0.2429
2022-06-02,ADANIPORTS,EQ,736.9,737.0,751.9,730.25,751.45,748.45,740.76,3536560,261972605544999.97,59134,765133,0.2163
2022-06-03,ADANIPORTS,EQ,748.45,758.0,758.5,738.75,740.05,739.9,746.29,2960614,220948335860000.0,49437,487739,0.16469999999999999
2022-06-06,ADANIPORTS,EQ,739.9,738.5,745.0,725.3,741.85,741.25,736.15,2753267,202682329010000.0,44546,411574,0.1495
2022-06-07,ADANIPORTS,EQ,741.25,739.0,742.5,713.4,733.15,734.55,734.22,2488075,182678404760000.0,45791,469350,0.1886
2022-06-08,ADANIPORTS,EQ,734.55,735.55,740.0,725.35,727.1,728.6,731.03,2839931,207607835440000.0,46104,582505,0.20510000000000003
2022-06-09,ADANIPORTS,EQ,728.6,726.0,737.0,723.1,735.25,735.5,729.61,2604731,190043422945000.0,43509,762815,0.2929
2022-06-10,ADANIPORTS,EQ,735.5,726.0,732.15,718.2,725.55,726.4,724.66,3377686,244766694650000.0,52923,768825,0.22760000000000002
2022-06-13,ADANIPORTS,EQ,726.4,711.0,714.7,688.8,697.0,695.25,699.84,4535069,317382108755000.0,89349,1055186,0.2327
2022-06-14,ADANIPORTS,EQ,695.25,695.4,721.8,693.55,704.75,704.7,709.25,6144330,435788699260000.06,95952,1148004,0.1868
2022-06-15,ADANIPORTS,EQ,704.7,710.9,713.3,701.6,703.8,703.75,706.38,2447673,172899151960000.0,39819,403984,0.165
2022-06-16,ADANIPORTS,EQ,703.75,711.95,717.1,677.0,678.0,681.7,691.79,4301251,297557059895000.0,75296,908743,0.2113
2022-06-17,ADANIPORTS,EQ,681.7,677.0,689.45,663.0,669.3,668.95,675.0,6103963,412016540935000.0,79108,1700820,0.2786
2022-06-20,ADANIPORTS,EQ,668.95,671.0,673.9,653.1,663.8,663.15,661.74,3507676,232116706130000.03,56963,424044,0.12090000000000001
